what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1327525728079
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1327525728368
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1327525728531
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1327525780182
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1327526063198
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1327526188175
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1327526484477
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1327526508043
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1327526515586
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1327526515724
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1327526515906
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1327526557115
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1327526569123
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1327526569255
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1327526569428
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1327526574780
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1327526580801
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1327526580926
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1327526581109
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1327526588702
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1327526603422
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1327526603559
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1327526603734
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1327526624201
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1327526630494
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1327526630644
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1327526630658
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1327526648533
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1327526648634
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1327526648805
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1327526688702
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1327526688853
